customer_id,operator,plan_type,region,customer_segment,device_type,network_type,internet_plan,payment_method,tenure_months,monthly_bill_bdt,call_minutes_monthly,sms_count_monthly,data_usage_gb_monthly,roaming_enabled,vas_subscribed,auto_renewal,activation_date,last_recharge_date,complaint_type,nps_score,churned
BD0082964,Grameenphone,Postpaid,Sylhet,Student,Smartphone (Mid),5G,1GB/day,Mobile Banking (bKash),18,300,465.6,35,1.256,0,0,1,14/06/2023,03/11/2024,Customer Service,9,0
BD0082965,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Budget),2G,10GB/day,Credit Card,7,423.3,295.7,27,5.116,1,1,0,09/04/2023,21/03/2024,No Complaint,4,0
BD0082966,Robi,Prepaid,Khulna,Senior,Feature Phone,4G,30GB/month,Credit Card,1,476.13,147.4,35,0.923,0,1,0,13/07/2023,23/02/2024,No Complaint,10,0
BD0082967,Airtel,Prepaid,Chattogram,Rural,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),9,50,190.6,24,2.514,0,0,0,07/11/2023,21/07/2023,Customer Service,4,0
BD0082968,Robi,Postpaid,Dhaka,Rural,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),6,777.61,88.1,24,1.614,1,0,1,05/08/2024,18/05/2023,No Complaint,10,0
BD0082969,Robi,Prepaid,Rajshahi,Student,Smartphone (Mid),4G,5GB/day,Cash,46,478.32,41.3,22,3.025,0,1,0,27/06/2022,04/12/2023,Customer Service,9,0
BD0082970,Banglalink,Prepaid,Chattogram,Business,Smartphone (Budget),5G,1GB/day,Credit Card,12,412.27,587.7,41,0.041,0,0,0,01/02/2024,29/09/2023,Data Speed,7,0
BD0082971,Banglalink,Prepaid,Dhaka,Student,Smartphone (Budget),4G,2GB/day,Mobile Banking (Nagad),18,309.42,71.4,45,0.647,0,0,0,19/05/2024,28/04/2024,No Complaint,1,0
BD0082972,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Premium),4G,5GB/day,Mobile Banking (Nagad),4,324.84,164.2,26,0.56,0,0,0,22/04/2024,15/06/2022,No Complaint,7,0
BD0082973,Robi,Prepaid,Dhaka,Senior,Smartphone (Budget),4G,10GB/day,Auto Debit,18,407.12,42.2,23,8.501,0,0,1,13/06/2022,04/09/2023,Data Speed,10,0
BD0082974,Grameenphone,Postpaid,Dhaka,Urban,Smartphone (Budget),4G,1GB/day,Cash,90,691.29,315,19,6.589,1,0,1,21/08/2023,02/03/2023,No Complaint,7,0
BD0082975,Robi,Prepaid,Dhaka,Business,Feature Phone,4G,10GB/day,Cash,39,190.14,168,25,0.048,0,0,0,28/09/2022,04/02/2024,No Complaint,10,0
BD0082976,Grameenphone,Prepaid,Rajshahi,Rural,Smartphone (Premium),4G,2GB/day,Mobile Banking (Nagad),21,339.23,102.4,37,0.602,0,0,0,01/12/2023,29/02/2024,No Complaint,2,0
BD0082977,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Premium),4G,2GB/day,Credit Card,42,613.3,111.9,22,0.891,0,0,0,28/04/2022,07/10/2023,No Complaint,2,0
BD0082978,Grameenphone,Postpaid,Dhaka,Rural,Smartphone (Budget),4G,1GB/day,Cash,70,1021.67,304.4,26,1.004,0,0,1,20/06/2023,13/06/2023,No Complaint,6,0
BD0082979,Airtel,Postpaid,Chattogram,Senior,Smartphone (Budget),3G,5GB/day,Mobile Banking (bKash),25,1183.72,513.1,25,1.649,0,1,1,13/04/2024,21/03/2024,No Complaint,8,0
BD0082980,Grameenphone,Prepaid,Khulna,Business,Smartphone (Budget),5G,30GB/month,Cash,13,425.65,686.1,39,4.388,1,0,1,13/06/2022,22/01/2024,No Complaint,6,0
BD0082981,Robi,Postpaid,Dhaka,Student,Smartphone (Budget),2G,1GB/day,Mobile Banking (bKash),10,300,115.7,31,0.791,0,0,1,31/03/2024,12/06/2022,Network Issue,10,0
BD0082982,Banglalink,Postpaid,Chattogram,Rural,Smartphone (Mid),4G,10GB/day,Mobile Banking (bKash),39,890.82,53.4,31,2.858,0,1,1,06/08/2022,09/03/2024,No Complaint,4,0
BD0082983,Grameenphone,Prepaid,Chattogram,Business,Feature Phone,4G,No Data,Mobile Banking (Nagad),6,414.12,143.2,34,0,0,1,1,06/09/2024,16/09/2023,No Complaint,1,0
BD0082984,Robi,Prepaid,Dhaka,Student,Smartphone (Premium),4G,5GB/day,Cash,53,503.7,210.1,27,3.924,0,0,0,07/06/2022,04/11/2024,No Complaint,3,1
BD0082985,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Premium),4G,2GB/day,Mobile Banking (Nagad),4,197.36,191.9,36,1.483,0,0,1,18/03/2023,22/12/2024,No Complaint,4,0
BD0082986,Robi,Prepaid,Dhaka,Student,Smartphone (Mid),3G,2GB/day,Mobile Banking (Nagad),15,320.87,204.5,33,3.089,0,1,1,10/01/2023,19/02/2023,Network Issue,9,1
BD0082987,Teletalk,Prepaid,Rajshahi,Rural,Smartphone (Budget),4G,Unlimited,Mobile Banking (bKash),2,421.02,37,21,5.191,0,1,0,04/10/2024,23/03/2024,No Complaint,1,1
BD0082988,Grameenphone,Prepaid,Chattogram,Senior,Feature Phone,4G,5GB/day,Auto Debit,14,173.06,186.1,34,1.728,0,1,1,20/08/2022,08/02/2024,Customer Service,6,0
BD0082989,Grameenphone,Postpaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),1,1567.53,190.1,30,1.52,0,0,1,22/07/2023,19/02/2022,No Complaint,7,0
BD0082990,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),3,298.4,153.3,36,0.647,0,1,0,03/10/2024,23/05/2023,No Complaint,2,0
BD0082991,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,1GB/day,Rocket,1,238.2,119.8,40,3.358,1,1,0,10/08/2022,05/09/2024,No Complaint,8,0
BD0082992,Banglalink,Prepaid,Sylhet,Business,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),19,335,84.3,23,8.404,0,0,1,24/06/2022,07/09/2022,No Complaint,1,0
BD0082993,Airtel,Prepaid,Rajshahi,Student,Feature Phone,3G,2GB/day,Mobile Banking (bKash),5,483.65,279.1,29,6.479,0,0,1,18/10/2023,10/08/2022,No Complaint,4,1
BD0082994,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Premium),4G,2GB/day,Mobile Banking (bKash),67,648.47,273.6,37,0.164,0,1,0,08/03/2024,17/02/2023,Network Issue,5,0
BD0082995,Grameenphone,Prepaid,Barisal,Student,Feature Phone,4G,30GB/month,Mobile Banking (bKash),29,213.42,288.7,22,5.107,0,1,0,08/05/2023,02/08/2023,No Complaint,4,0
BD0082996,Grameenphone,Postpaid,Khulna,Urban,Smartphone (Budget),4G,2GB/day,Credit Card,18,550.56,352.5,29,5.287,0,0,1,31/01/2022,04/05/2024,No Complaint,4,1
BD0082997,Airtel,Postpaid,Sylhet,Business,Smartphone (Mid),5G,30GB/month,Auto Debit,30,960.71,396.6,30,2.907,0,0,1,08/05/2024,20/05/2023,No Complaint,6,0
BD0082998,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Mid),4G,5GB/day,Mobile Banking (bKash),1,137,191.7,27,6.406,0,1,0,13/04/2022,07/03/2022,Network Issue,10,0
BD0082999,Grameenphone,Prepaid,Dhaka,Urban,Feature Phone,5G,1GB/day,Auto Debit,25,205.75,102.9,28,1.831,0,0,1,15/04/2024,09/07/2023,Network Issue,6,1
BD0083000,Banglalink,Prepaid,Chattogram,Rural,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),26,361.84,62.2,26,0.069,0,1,0,09/06/2024,18/02/2024,No Complaint,9,0
BD0083001,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Premium),4G,2GB/day,Mobile Banking (bKash),71,336.63,45.8,31,3.427,1,1,1,22/06/2022,08/07/2023,Network Issue,6,0
BD0083002,Grameenphone,Prepaid,Sylhet,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),6,406.92,374.2,25,2.899,0,0,0,03/02/2023,11/11/2022,No Complaint,5,0
BD0083003,Grameenphone,Prepaid,Sylhet,Rural,Smartphone (Mid),2G,30GB/month,Mobile Banking (bKash),60,242.48,176.6,35,19.616,0,1,1,17/07/2022,26/10/2024,Data Speed,10,0
BD0083004,Airtel,Postpaid,Dhaka,Student,Smartphone (Premium),4G,No Data,Cash,11,905.94,247,33,0,0,0,1,06/01/2023,20/12/2023,No Complaint,2,0
BD0083005,Grameenphone,Postpaid,Khulna,Senior,Smartphone (Mid),3G,10GB/day,Mobile Banking (Nagad),18,924.9,529.2,35,0.862,0,0,1,23/08/2022,06/10/2022,No Complaint,2,0
BD0083006,Grameenphone,Prepaid,Barisal,Urban,Feature Phone,4G,1GB/day,Mobile Banking (bKash),5,273.86,69.6,34,1.815,0,0,1,21/09/2022,29/01/2024,No Complaint,9,0
BD0083007,Robi,Prepaid,Rajshahi,Business,Smartphone (Budget),5G,2GB/day,Mobile Banking (bKash),1,331.17,142.6,38,1.825,1,0,0,26/11/2024,03/08/2023,No Complaint,5,0
BD0083008,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Premium),4G,Unlimited,Mobile Banking (bKash),7,85.77,248.2,38,1.962,0,0,1,26/07/2024,16/10/2022,No Complaint,7,0
BD0083009,Robi,Prepaid,Rajshahi,Student,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),31,258.08,94,26,5.726,0,0,1,06/06/2023,05/03/2022,Call Drop,5,0
BD0083010,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,5GB/day,Mobile Banking (Nagad),2,50,29.9,30,7.581,0,1,1,05/05/2024,26/03/2023,No Complaint,2,1
BD0083011,Grameenphone,Prepaid,Khulna,Business,Feature Phone,4G,50GB/month,Mobile Banking (Nagad),45,389.62,388.4,18,2.959,0,0,0,16/02/2024,13/05/2022,No Complaint,3,0
BD0083012,Robi,Prepaid,Chattogram,Business,Smartphone (Premium),4G,50GB/month,Mobile Banking (bKash),53,202.7,76.1,30,2.759,0,0,0,27/11/2024,02/03/2023,No Complaint,9,0
BD0083013,Airtel,Prepaid,Khulna,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),12,376.34,465.7,30,0.239,0,1,0,01/05/2023,01/07/2023,No Complaint,7,0
BD0083014,Banglalink,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),40,224.72,1247.7,25,2.559,1,1,0,23/10/2023,13/02/2022,Customer Service,6,0
BD0083015,Airtel,Prepaid,Dhaka,Student,Feature Phone,4G,1GB/day,Mobile Banking (Nagad),8,475.42,14.5,28,16.866,0,0,0,29/07/2022,13/12/2022,No Complaint,4,0
BD0083016,Teletalk,Prepaid,Dhaka,Student,Smartphone (Budget),4G,50GB/month,Mobile Banking (Nagad),5,406.78,180.9,32,2.448,0,0,0,17/02/2024,15/07/2022,No Complaint,8,0
BD0083017,Banglalink,Postpaid,Dhaka,Senior,Smartphone (Mid),4G,1GB/day,Cash,19,1177.64,34.5,32,7.378,1,1,1,12/06/2022,12/11/2023,Network Issue,3,0
BD0083018,Grameenphone,Prepaid,Rajshahi,Senior,Smartphone (Premium),4G,2GB/day,Mobile Banking (Nagad),38,483.35,134.7,28,3.59,0,0,1,01/10/2022,03/01/2022,Billing Error,5,0
BD0083019,Robi,Prepaid,Dhaka,Student,Smartphone (Premium),4G,Unlimited,Mobile Banking (bKash),30,160.85,69.1,39,4.536,0,0,1,25/01/2023,29/05/2023,No Complaint,7,0
BD0083020,Grameenphone,Postpaid,Rangpur,Senior,Smartphone (Mid),4G,No Data,Mobile Banking (Nagad),11,1595.77,91.2,26,0,1,0,1,03/08/2023,08/09/2022,Billing Error,1,0
BD0083021,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),4G,5GB/day,Mobile Banking (Nagad),14,50,509.1,28,3.271,0,1,1,25/05/2024,20/03/2022,No Complaint,8,0
BD0083022,Banglalink,Postpaid,Rajshahi,Student,Smartphone (Mid),4G,10GB/day,Mobile Banking (bKash),66,916.97,113,24,1.727,0,1,1,26/08/2022,20/02/2024,Network Issue,2,0
BD0083023,Grameenphone,Postpaid,Mymensingh,Student,Smartphone (Mid),5G,No Data,Mobile Banking (bKash),14,654.8,59.8,36,0,0,0,1,09/06/2022,28/05/2024,Data Speed,7,0
BD0083024,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Premium),4G,30GB/month,Mobile Banking (bKash),36,122.68,80,30,0.029,0,1,0,07/10/2022,30/09/2024,No Complaint,2,0
BD0083025,Teletalk,Prepaid,Sylhet,Student,Smartphone (Mid),4G,2GB/day,Cash,1,83.37,203.2,31,1.607,0,1,1,15/03/2024,12/08/2022,No Complaint,7,0
BD0083026,Robi,Prepaid,Chattogram,Business,Smartphone (Budget),2G,2GB/day,Rocket,49,50,357.5,36,4.305,0,1,0,23/02/2023,18/08/2024,Network Issue,2,0
BD0083027,Grameenphone,Prepaid,Rajshahi,Rural,Smartphone (Mid),3G,No Data,Mobile Banking (bKash),42,84.45,85.7,25,0,1,0,1,26/02/2023,08/05/2023,No Complaint,3,0
BD0083028,Grameenphone,Prepaid,Chattogram,Student,Feature Phone,4G,1GB/day,Mobile Banking (Nagad),53,458.08,130.8,35,0.015,0,0,1,29/01/2023,23/12/2023,Data Speed,6,0
BD0083029,Robi,Prepaid,Khulna,Urban,Smartphone (Mid),3G,5GB/day,Mobile Banking (Nagad),63,223.47,76.4,35,6.164,0,1,1,19/03/2022,20/01/2023,No Complaint,7,0
BD0083030,Banglalink,Prepaid,Rajshahi,Student,Smartphone (Premium),2G,2GB/day,Mobile Banking (bKash),21,140.15,21.5,28,1.466,0,1,0,21/03/2022,14/03/2024,No Complaint,7,0
BD0083031,Banglalink,Prepaid,Dhaka,Senior,Smartphone (Mid),5G,1GB/day,Mobile Banking (Nagad),19,50,153.9,29,1.207,0,1,1,05/06/2024,29/04/2024,Billing Error,3,0
BD0083032,Grameenphone,Prepaid,Sylhet,Business,Smartphone (Mid),2G,5GB/day,Mobile Banking (Nagad),8,635.26,111.5,40,0.169,0,1,0,13/12/2023,19/04/2024,No Complaint,4,0
BD0083033,Grameenphone,Prepaid,Chattogram,Senior,Smartphone (Mid),5G,2GB/day,Mobile Banking (bKash),29,214.23,151.8,34,5.688,0,0,0,01/12/2024,13/04/2022,Network Issue,6,0
BD0083034,Banglalink,Prepaid,Dhaka,Rural,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),28,265.77,321.6,24,1.32,0,0,0,17/10/2022,08/06/2023,No Complaint,8,0
BD0083035,Teletalk,Prepaid,Barisal,Business,Smartphone (Budget),4G,5GB/day,Mobile Banking (bKash),3,143.57,155,30,1.592,0,0,1,07/11/2022,27/09/2023,No Complaint,9,0
BD0083036,Grameenphone,Postpaid,Chattogram,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),54,1098.19,89.9,24,0.195,1,0,1,15/04/2023,16/01/2023,Network Issue,2,0
BD0083037,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Auto Debit,45,50,50.2,36,9.983,0,0,0,09/01/2022,15/07/2024,No Complaint,3,0
BD0083038,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,5GB/day,Mobile Banking (Nagad),15,133.34,156.1,25,8.617,0,0,1,14/01/2022,06/08/2024,No Complaint,1,0
BD0083039,Grameenphone,Prepaid,Dhaka,Senior,Smartphone (Mid),4G,30GB/month,Mobile Banking (bKash),9,308.94,71.6,24,1.836,0,0,0,06/07/2023,13/10/2023,Customer Service,9,0
BD0083040,Robi,Prepaid,Khulna,Business,Smartphone (Budget),4G,Unlimited,Mobile Banking (bKash),67,169.61,515.1,31,1.349,1,0,0,01/03/2024,10/06/2023,No Complaint,7,0
BD0083041,Grameenphone,Prepaid,Rajshahi,Student,Smartphone (Mid),4G,1GB/day,Auto Debit,24,291.7,136.8,30,1.32,0,0,1,01/04/2023,13/05/2022,No Complaint,8,0
BD0083042,Robi,Prepaid,Rajshahi,Business,Smartphone (Budget),4G,5GB/day,Cash,9,162.91,321.8,26,8.017,0,1,0,12/09/2023,18/10/2022,No Complaint,7,0
BD0083043,Robi,Prepaid,Sylhet,Urban,Smartphone (Mid),4G,No Data,Auto Debit,40,459.5,34.4,28,0,0,0,1,23/12/2024,15/09/2024,Data Speed,9,1
BD0083044,Grameenphone,Prepaid,Chattogram,Rural,Smartphone (Premium),3G,10GB/day,Cash,28,335.25,90,26,13.106,1,1,1,17/06/2022,06/03/2022,Customer Service,8,0
BD0083045,Banglalink,Postpaid,Dhaka,Student,Smartphone (Budget),4G,30GB/month,Cash,13,670.79,141.2,33,1.808,1,0,1,03/05/2024,16/04/2022,No Complaint,4,0
BD0083046,Grameenphone,Prepaid,Rangpur,Urban,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),1,280.18,70.4,36,0.624,0,0,0,06/01/2024,13/04/2024,No Complaint,8,0
BD0083047,Grameenphone,Prepaid,Rangpur,Student,Smartphone (Budget),4G,10GB/day,Cash,50,426.67,72.3,35,6.111,0,0,0,13/10/2023,09/05/2024,Network Issue,3,0
BD0083048,Robi,Prepaid,Dhaka,Urban,Feature Phone,4G,5GB/day,Mobile Banking (Nagad),65,353.61,20.8,40,0.846,0,0,0,14/05/2024,03/10/2023,No Complaint,3,0
BD0083049,Airtel,Prepaid,Dhaka,Business,Smartphone (Budget),4G,30GB/month,Cash,26,96.96,203.3,28,0.174,1,1,1,28/06/2022,03/12/2023,No Complaint,10,0
BD0083050,Banglalink,Prepaid,Chattogram,Student,Feature Phone,4G,50GB/month,Mobile Banking (bKash),1,464.94,174.7,35,2.148,1,0,1,13/06/2024,19/12/2024,No Complaint,1,0
BD0083051,Grameenphone,Prepaid,Mymensingh,Business,Smartphone (Budget),4G,5GB/day,Credit Card,66,307.05,9.5,28,2.541,0,0,0,15/06/2022,07/03/2023,No Complaint,6,0
BD0083052,Grameenphone,Prepaid,Dhaka,Rural,Feature Phone,4G,5GB/day,Mobile Banking (bKash),9,530.35,252.6,33,5.036,1,0,0,30/06/2023,03/05/2023,Customer Service,9,0
BD0083053,Robi,Prepaid,Dhaka,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),1,362.83,644.3,23,1.314,0,0,1,28/03/2022,31/08/2024,No Complaint,9,0
BD0083054,Robi,Prepaid,Rajshahi,Student,Smartphone (Premium),4G,30GB/month,Mobile Banking (bKash),23,154.91,326,25,0.143,0,0,0,17/09/2022,15/10/2022,No Complaint,5,0
BD0083055,Teletalk,Prepaid,Dhaka,Rural,Feature Phone,2G,1GB/day,Mobile Banking (bKash),19,503.59,346.5,21,0.506,1,0,0,10/05/2022,29/07/2024,No Complaint,9,1
BD0083056,Robi,Prepaid,Dhaka,Business,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),3,529.34,298.6,32,4.406,1,0,1,17/12/2022,05/12/2023,Billing Error,1,0
BD0083057,Banglalink,Prepaid,Chattogram,Business,Smartphone (Premium),4G,2GB/day,Mobile Banking (bKash),21,88.13,19.9,30,0.771,0,1,1,25/02/2022,28/02/2024,No Complaint,6,1
BD0083058,Robi,Prepaid,Rangpur,Student,Smartphone (Mid),2G,50GB/month,Mobile Banking (bKash),20,409.86,205,40,0.101,0,0,1,17/02/2023,18/07/2023,No Complaint,10,0
BD0083059,Grameenphone,Prepaid,Barisal,Rural,Smartphone (Mid),4G,No Data,Rocket,3,148.82,219.4,41,0,0,0,0,26/01/2022,12/07/2023,No Complaint,4,0
BD0083060,Banglalink,Prepaid,Dhaka,Urban,Smartphone (Premium),2G,2GB/day,Mobile Banking (bKash),26,340.66,16,31,0.092,1,0,0,24/12/2022,24/06/2024,No Complaint,6,0
BD0083061,Grameenphone,Prepaid,Barisal,Rural,Smartphone (Mid),4G,2GB/day,Rocket,20,159.41,64.1,24,1.486,0,0,0,30/07/2024,31/12/2023,Network Issue,8,0
BD0083062,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Premium),4G,5GB/day,Mobile Banking (Nagad),7,73.26,297.5,44,1.136,0,0,0,22/03/2023,24/02/2022,No Complaint,6,0
BD0083063,Banglalink,Prepaid,Chattogram,Urban,Smartphone (Budget),5G,No Data,Mobile Banking (bKash),104,146.31,211.3,28,0,0,0,0,29/05/2024,06/12/2024,No Complaint,5,0
BD0083064,Airtel,Prepaid,Dhaka,Rural,Feature Phone,2G,10GB/day,Credit Card,6,439.12,28.6,39,1.908,1,0,0,15/02/2023,29/10/2024,No Complaint,1,0
BD0083065,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Mid),5G,Unlimited,Mobile Banking (bKash),77,316.05,281.7,43,0.734,1,1,0,21/02/2024,16/04/2022,Billing Error,6,0
BD0083066,Grameenphone,Prepaid,Khulna,Business,Feature Phone,4G,5GB/day,Credit Card,8,350.69,22.5,37,15.585,0,0,0,24/11/2023,06/07/2024,No Complaint,5,0
BD0083067,Robi,Prepaid,Dhaka,Business,Feature Phone,4G,1GB/day,Mobile Banking (Nagad),62,297.82,316.1,27,4.923,0,0,1,26/04/2024,06/08/2022,No Complaint,3,0
BD0083068,Robi,Prepaid,Barisal,Business,Smartphone (Budget),5G,30GB/month,Auto Debit,33,434.28,161.7,33,1.673,0,1,1,23/08/2024,05/12/2023,Billing Error,8,0
BD0083069,Banglalink,Prepaid,Dhaka,Urban,Smartphone (Budget),2G,Unlimited,Mobile Banking (bKash),9,154.37,92,29,0.569,1,0,1,05/02/2024,19/03/2023,Billing Error,5,1
BD0083070,Banglalink,Prepaid,Chattogram,Urban,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),15,335.38,25.6,35,0,1,0,0,04/04/2024,16/08/2023,Network Issue,10,0
BD0083071,Airtel,Prepaid,Chattogram,Business,Smartphone (Premium),5G,30GB/month,Mobile Banking (bKash),38,165.46,32.9,24,0.206,0,0,1,24/02/2024,15/07/2024,Network Issue,1,0
BD0083072,Banglalink,Prepaid,Dhaka,Urban,Smartphone (Budget),4G,10GB/day,Mobile Banking (bKash),11,480.44,203.5,31,5.277,0,1,0,24/12/2023,27/11/2023,Call Drop,4,0
BD0083073,Grameenphone,Prepaid,Chattogram,Student,Smartphone (Budget),2G,5GB/day,Mobile Banking (bKash),77,225.66,178.8,32,2.228,0,1,0,11/06/2023,13/04/2023,No Complaint,2,0
BD0083074,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Mid),4G,50GB/month,Auto Debit,36,244.13,126.9,32,3.238,0,0,0,04/01/2023,04/09/2022,No Complaint,5,0
BD0083075,Robi,Prepaid,Dhaka,Student,Smartphone (Mid),4G,50GB/month,Mobile Banking (bKash),1,430.35,300.1,28,1.364,0,0,1,06/03/2022,16/05/2023,No Complaint,9,0
BD0083076,Robi,Prepaid,Sylhet,Student,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),8,293.14,44,24,6.308,0,0,1,01/11/2023,05/09/2024,Network Issue,3,0
BD0083077,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),31,118.61,116.6,30,0,1,1,1,11/11/2022,31/12/2023,Network Issue,1,0
BD0083078,Grameenphone,Prepaid,Dhaka,Senior,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),9,572.62,16.3,33,0.73,1,1,1,30/11/2022,21/06/2022,No Complaint,4,0
BD0083079,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,5GB/day,Mobile Banking (Nagad),40,559.1,398,14,19.939,0,0,0,10/07/2024,27/03/2023,No Complaint,6,0
BD0083080,Robi,Postpaid,Chattogram,Business,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),24,1073.45,232.3,27,0,1,0,1,13/10/2023,26/08/2022,No Complaint,5,0
BD0083081,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Budget),3G,Unlimited,Cash,12,50,126.6,27,1.033,0,0,0,16/01/2022,21/10/2024,Call Drop,8,0
BD0083082,Robi,Prepaid,Rajshahi,Senior,Feature Phone,3G,No Data,Mobile Banking (bKash),1,50,110,19,0,0,0,1,13/09/2023,09/09/2023,Call Drop,3,1
BD0083083,Robi,Prepaid,Dhaka,Urban,Feature Phone,4G,2GB/day,Mobile Banking (bKash),18,69.43,22.5,38,2.24,0,0,1,12/08/2023,12/01/2023,No Complaint,1,0
BD0083084,Grameenphone,Prepaid,Rajshahi,Rural,Smartphone (Premium),4G,1GB/day,Mobile Banking (bKash),33,490.61,244.4,36,4.37,1,1,0,13/05/2024,15/12/2023,Call Drop,10,0
BD0083085,Robi,Prepaid,Dhaka,Student,Smartphone (Mid),2G,30GB/month,Credit Card,8,239.83,31.1,41,0.152,1,1,1,20/10/2023,20/02/2024,No Complaint,8,0
BD0083086,Grameenphone,Prepaid,Rajshahi,Business,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),46,160.46,54.2,32,2.624,0,0,0,20/02/2024,26/09/2024,Network Issue,9,0
BD0083087,Grameenphone,Prepaid,Dhaka,Business,Feature Phone,5G,2GB/day,Mobile Banking (bKash),33,376.57,87.1,39,1.835,0,0,0,10/07/2024,20/06/2024,No Complaint,7,0
BD0083088,Robi,Postpaid,Dhaka,Rural,Smartphone (Budget),5G,2GB/day,Credit Card,1,1124.58,157,34,3.109,0,0,1,10/03/2022,24/12/2024,No Complaint,9,0
BD0083089,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),3G,1GB/day,Cash,43,226.92,226,24,1.446,0,1,1,17/08/2022,29/08/2023,No Complaint,6,0
BD0083090,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Budget),4G,2GB/day,Mobile Banking (Nagad),9,307.31,43.2,31,2.962,0,0,0,05/05/2024,27/04/2022,No Complaint,3,0
BD0083091,Grameenphone,Prepaid,Sylhet,Student,Smartphone (Mid),4G,Unlimited,Mobile Banking (bKash),23,414.73,272.3,37,4.721,0,0,0,23/10/2022,14/05/2022,No Complaint,3,0
BD0083092,Grameenphone,Prepaid,Khulna,Business,Smartphone (Budget),4G,10GB/day,Mobile Banking (bKash),60,562.83,412,22,3.317,0,0,1,27/10/2024,09/10/2023,No Complaint,4,0
BD0083093,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),23,584.15,481.4,32,4.294,1,0,1,01/01/2024,31/12/2022,No Complaint,6,0
BD0083094,Grameenphone,Postpaid,Rajshahi,Rural,Feature Phone,3G,2GB/day,Credit Card,13,1574.25,48.9,39,2.532,0,0,1,16/09/2023,18/08/2024,No Complaint,2,0
BD0083095,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),3G,5GB/day,Mobile Banking (Nagad),7,292.1,309.9,31,0.311,0,1,0,28/05/2022,30/04/2022,No Complaint,6,1
BD0083096,Robi,Prepaid,Rajshahi,Rural,Smartphone (Budget),3G,10GB/day,Mobile Banking (bKash),13,407.64,22,16,3.92,0,1,0,10/04/2024,11/03/2023,No Complaint,8,0
BD0083097,Banglalink,Prepaid,Chattogram,Student,Feature Phone,4G,1GB/day,Mobile Banking (Nagad),17,214.35,144.5,37,1.533,1,1,1,03/01/2024,18/07/2024,Customer Service,10,0
BD0083098,Robi,Prepaid,Rangpur,Rural,Feature Phone,4G,30GB/month,Credit Card,78,325.61,528.9,24,8.342,0,0,0,07/12/2024,19/06/2022,No Complaint,6,0
BD0083099,Robi,Prepaid,Dhaka,Student,Smartphone (Mid),4G,2GB/day,Rocket,2,50,269.9,33,2.749,0,0,0,02/09/2023,29/09/2024,No Complaint,3,0
BD0083100,Grameenphone,Prepaid,Rajshahi,Urban,Smartphone (Budget),4G,2GB/day,Auto Debit,5,216.64,51,24,5.856,0,1,0,09/05/2022,21/07/2024,Call Drop,1,0
